,text,link
368,APN - BASE PROGRAM FOR FISCAL YEAR 2025 - 2026,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448817479?utm_medium=email&utm_source=system_2025-05-21_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443521927414&language=EN__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE_obWi-f$
369,2025 Auditing Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448676672?utm_medium=email&utm_source=system_2025-05-21_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=suggested_abstract_443520422671&language=EN__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOEzAfwoVI$
370,2025 Auditing Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448676672?utm_medium=email&utm_source=system_2025-05-21_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=suggested_abstract_443520422671&language=EN__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOEzAfwoVI$
371,2025 Auditing Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448676672?utm_medium=email&utm_source=system_2025-05-21_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=suggested_abstract_443520422671&language=EN__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOEzAfwoVI$
372,click here,https://urldefense.com/v3/__https://www.merx.com/private/solicitations/saved-searches?utm_medium=email&utm_source=system_2025-05-21_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=update_saved_search__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE_kCxQWi$
373,merx@merx.com,mailto:merx@merx.com
374,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOExVuZV5k$
375,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE38JEvdi$"
376,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE5McRkU_$
377,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE02PWiCq$
378,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE5vk4evb$
379,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOExVuZV5k$
380,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE38JEvdi$"
381,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE5McRkU_$
382,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE02PWiCq$
383,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!f7UMRL6GsJ8lmHUXdRt6gYztLZ42Ae19IZkU2JIZQjygyHyeGJB8fnqJEhNryWx5iKRbqFnOE5vk4evb$
384,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
385,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
386,,https://urldefense.com/v3/__https://www.sap.com__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3jCdj2b8$
387,here,https://urldefense.com/v3/__https://support.ariba.com/Item/view/178876__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3qM_KGsl$
388,Certificate Update Calendar,https://urldefense.com/v3/__https://support.ariba.com/Item/view/178876__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3qM_KGsl$
389,DigiCert root and intermediate CA certificate updates,https://urldefense.com/v3/__https://support.ariba.com/item/view/211499__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nU_4RpF$
390,SAP for Me,https://urldefense.com/v3/__https://help.ariba.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nWcqwXD$
391,Help Center,https://urldefense.com/v3/__http://connect.ariba.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nywPY9c$
392,www.sap.com,https://urldefense.com/v3/__http://www.sap.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3oPID6_M$
393,Help Center,https://urldefense.com/v3/__https://support.ariba.com/Help_Center/help__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3kE7SASL$
394,sapcloudsupport@alerts.ondemand.com,mailto:sapcloudsupport@alerts.ondemand.com
395,Copyright,https://urldefense.com/v3/__https://www.sap.com/corporate/en/legal/copyright.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3p3KH6SL$
396,Privacy,https://urldefense.com/v3/__https://www.sap.com/about/trust-center/agreements/business-network.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3u8ECFot$
397,Legal Disclosure,https://urldefense.com/v3/__https://www.sap.com/corporate/en/legal/impressum.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nRxCvoz$
398,,https://urldefense.com/v3/__https://www.sap.com__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3jCdj2b8$
399,,https://urldefense.com/v3/__https://www.sap.com__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3jCdj2b8$
400,here,https://urldefense.com/v3/__https://support.ariba.com/Item/view/178876__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3qM_KGsl$
401,Certificate Update Calendar,https://urldefense.com/v3/__https://support.ariba.com/Item/view/178876__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3qM_KGsl$
402,DigiCert root and intermediate CA certificate updates,https://urldefense.com/v3/__https://support.ariba.com/item/view/211499__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nU_4RpF$
403,SAP for Me,https://urldefense.com/v3/__https://help.ariba.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nWcqwXD$
404,here,https://urldefense.com/v3/__https://support.ariba.com/Item/view/178876__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3qM_KGsl$
405,Certificate Update Calendar,https://urldefense.com/v3/__https://support.ariba.com/Item/view/178876__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3qM_KGsl$
406,DigiCert root and intermediate CA certificate updates,https://urldefense.com/v3/__https://support.ariba.com/item/view/211499__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nU_4RpF$
407,SAP for Me,https://urldefense.com/v3/__https://help.ariba.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nWcqwXD$
408,Help Center,https://urldefense.com/v3/__http://connect.ariba.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nywPY9c$
409,Help Center,https://urldefense.com/v3/__http://connect.ariba.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nywPY9c$
410,www.sap.com,https://urldefense.com/v3/__http://www.sap.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3oPID6_M$
411,Help Center,https://urldefense.com/v3/__https://support.ariba.com/Help_Center/help__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3kE7SASL$
412,sapcloudsupport@alerts.ondemand.com,mailto:sapcloudsupport@alerts.ondemand.com
413,Copyright,https://urldefense.com/v3/__https://www.sap.com/corporate/en/legal/copyright.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3p3KH6SL$
414,Privacy,https://urldefense.com/v3/__https://www.sap.com/about/trust-center/agreements/business-network.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3u8ECFot$
415,Legal Disclosure,https://urldefense.com/v3/__https://www.sap.com/corporate/en/legal/impressum.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nRxCvoz$
416,www.sap.com,https://urldefense.com/v3/__http://www.sap.com/__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3oPID6_M$
417,Help Center,https://urldefense.com/v3/__https://support.ariba.com/Help_Center/help__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3kE7SASL$
418,sapcloudsupport@alerts.ondemand.com,mailto:sapcloudsupport@alerts.ondemand.com
419,Copyright,https://urldefense.com/v3/__https://www.sap.com/corporate/en/legal/copyright.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3p3KH6SL$
420,Privacy,https://urldefense.com/v3/__https://www.sap.com/about/trust-center/agreements/business-network.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3u8ECFot$
421,Legal Disclosure,https://urldefense.com/v3/__https://www.sap.com/corporate/en/legal/impressum.html__;!!CKcPr9h30w!awHJfOKxcRynZa1btT6wa5yecAqnNS2jfes_xUuKzZprJvx9JuPSphtdPgdkVImUSEYgTenJMA8r2BILd-XZa7kGmXemJF1m3nRxCvoz$
422,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxUyzGugzAMANDTJGNkHEPC4OEvDF_qIUwMJRIkiFKk3r5Sl6r7e8rYiSY7cRMoRAAPZBfGiDRhSy2SYugUQkBPnkDGdqIZbOYGsaOeQk-uh4jx-wG8-5dLbpJXl8tcDcGYVXO5V5fqZldeznM3_s_gYHAQ3XJxP-Lg_ah7fcjqkhRRMQSS0vOQ9PqAi_EdAAD__05hNtg__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMfcfNp3F$
423,Click here,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzU1qwzAQQOHTyEsx1siWvdCiJWhR2lLICSb6SabIlpCdmNy-0E27f48vWDVS8F20vdFmAkDQ3c2OSHGYTI8-9BrhgnEAGhIk7E2MCB3bXqlRz9rMWs4wqenvB0D5Rg_6IM6S11SEhguHwOu1SF-WLtvbvtdN4ItQTih3HIf8Hwjl4kKc38uVV4EutbIIPJ2I8_OVw2fZ2Ueh3Hk532vNHNtXK4lzlN9b7ZqtrdSyUZaeVgokNJD390b--cs_rPoJAAD__11LTUw__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMXcydrQP$
424,Project Manager - Heart Health Hub,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJCbxkMPCIrS09NAvGJOoATUS3ZX-faE9tNfHe_CiJ8MxNMlLq61DVKib2dtgnGsTuhDliGpUybJkVDJoicZRk70kMrrTttOiQ0fur0dU4pWf_M55EXkbC2gccox5m4oIZW0WP5_nfoC6AfVA_XVd4r8A1KeV8_JWpryB6sdaVlD3Icfbkur5-RiOUPOQqpjPFcgMOX7U6SWCumtJqu1aB2TOLdZfhtpYS66pfq9lLwcvIvDGkUEjh_CoHL5-xp6evgMAAP__yMJSew__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMS7dPaxd$
425,CMHA.RFP2025.021,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJCbxkMPCIrS09NAvGJOoATUS3ZX-faE9tNfHe_CiJ8MxNMlLq61DVKib2dtgnGsTuhDliGpUybJkVDJoicZRk70kMrrTttOiQ0fur0dU4pWf_M55EXkbC2gccox5m4oIZW0WP5_nfoC6AfVA_XVd4r8A1KeV8_JWpryB6sdaVlD3Icfbkur5-RiOUPOQqpjPFcgMOX7U6SWCumtJqu1aB2TOLdZfhtpYS66pfq9lLwcvIvDGkUEjh_CoHL5-xp6evgMAAP__yMJSew__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMS7dPaxd$
426,Addendum,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzsFq8zAQBOCnkY9itVIk-6BDIBj-n5Ye-gQrrZIIbMnIdkzfviQ9tHP8mIFhj5Y4dskrZ1wPoMF0d-_IacXAYJJTFC0oyzQojYGUCenUZa8QrRmMG4wcoMf-dw-g5X960DvlSeZyrcJAyMy53KqMde4mf9-2ZRX6LHAUOB7HIf8WBI5ppjy91VsuQo_XVmehL8ScCu_zeUpt-9zDGlsOqcn7Ngu0IfNHu_1joS9GoT4Np16g3Qq3HwNjncOnEfOLFDyDXfNLq0tdaZKRCjEJAxTj3ih-vf4-PH4HAAD__7JGWS4__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMbUjqh1j$
427,Listowel Memorial Hospital Building Improvement Project,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAyTSdTkkMPCIrS09NBfMCZ-DKiR6K703xfaQ3t9vAcvBWo4xWoIurWtQzRoqznokTUZJo5jrF3LrF0bHXke6wE960qCJmqst623yqMj99cjGvXKT35nWZRsYwaLvaQk25RVzGu1hPk89wPMDagD6q7rUv8FoG5YWZa3PMkGphtLXsHce0m3ZSjn56M_YpF-KGo-V6Cml_RRppcE5m61Rt8gAjXnlsovQ2tqR64qYS95zwcvKvLGicEix_goHL9-xp6BvgMAAP__cFRTJg__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMb_Eg8U7$
428,LWHA BIP205347,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAyTSdTkkMPCIrS09NBfMCZ-DKiR6K703xfaQ3t9vAcvBWo4xWoIurWtQzRoqznokTUZJo5jrF3LrF0bHXke6wE960qCJmqst623yqMj99cjGvXKT35nWZRsYwaLvaQk25RVzGu1hPk89wPMDagD6q7rUv8FoG5YWZa3PMkGphtLXsHce0m3ZSjn56M_YpF-KGo-V6Cml_RRppcE5m61Rt8gAjXnlsovQ2tqR64qYS95zwcvKvLGicEix_goHL9-xp6BvgMAAP__cFRTJg__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMb_Eg8U7$
429,Closing Date,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRSrlSLZBx0CwfD_tPTQJ1hr5URgS0FxYvr2JemhnePHDMwngRxL7FLQ3voe0aDtLiGliJHYyOCM9zpN2s1pTuInf0Dv-i4HTeTsYP1g1YA99b97RKP-84PfOS8ql7mCxSmL5HKuKta1W8Jl2643MEegEWjc9139LQCNaeW8vNVzLmDGudUVzIlFUpH7elxS2z7v0y22PKWmLtsK5KYsH-38T8CcrNY4OEQgtxVpPwytOfTUw9NXXkjjM9S1cG31Wm-8qMiFhcEix3hvHL9efx-BvgMAAP__PWVZog__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMUzY2XYD$
430,Question and Answers,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRTrlSJLBx0CwfD_tPTQJ1hplURgS0FxEvr2JemhnePHDMwngSxLGnIYJzM5RI1mOIcYc067bHHnkvOMZpq0l5TZRiE_jUMJI5E13kzeKI-O3O8eUav_fOd3Losq9djAYCwipZ6aSm0dlnDetssV9B5oBpofj4f6WwCa88pleWunUkHPx95W0AcWyVVu637Jffu8xWvqJeauztsKZGORj376J6APZhzRW0Qgu1XpPwyN3jly8PSVFxrxGT30cOnt0q68qMSVhcEgp3TrnL5ef--BvgMAAP__PdZZow__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMSHKtIbI$
431,Intent to Respond Date,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRTrlWzLBx0CwfD_tPTQJ1hppURgS0FxEvr2JemhnePHDMwnjkaW0EXXT2ayiBpNd3YD9gMnmRN7mZKdCUfSPkXj9aD9ZLvseqLRzGaajZrRkv3dI2r1n-_8znlVuaQKBn0WyeVUVahbt7rzvl-uoA9AC9DyeDzU3wLQEjfO61s95QJ6Sa1uoI8sEovctsMa2_5589fQso9NnfcNaPRZPtrpn4A-mr7HeUQEGvci7Yeh0YMlC09feaEenzFdc5dWL_XKqwpcWBgMcgi3xuHr9ffu6DsAAP__AztZbQ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMdpSCUCE$
432,Watermain Relining Program,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzsFqhDAQxvGniccwmcQkHnJYWISWlh76BGMmqwE1Et2Vvn3pXrrXj-8PPw5oiWOTgnLGeQANpplCC8qpRM7piNCiQWKy0HbWJ_adwSYHhWhNZ1xnZAce_X8PoOU7PeiT8izzeivCwJCZ8zoWGcvSzGE6jm0X-iKwF9if5ylfDwL7tFCeP8qYV6H7Wy2L0Nch82VO9fi-D3useUhVTsci0A6Zv-r4xkJflfojIAq0x8r1uRkwGhF9U8NWy1Z2mmWklZiEAYrxXin-PGGPgL8BAAD__2jiUfo__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMSPMTHfh$
433,614-25-RFT,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzsFqhDAQxvGniccwmcQkHnJYWISWlh76BGMmqwE1Et2Vvn3pXrrXj-8PPw5oiWOTgnLGeQANpplCC8qpRM7piNCiQWKy0HbWJ_adwSYHhWhNZ1xnZAce_X8PoOU7PeiT8izzeivCwJCZ8zoWGcvSzGE6jm0X-iKwF9if5ylfDwL7tFCeP8qYV6H7Wy2L0Nch82VO9fi-D3useUhVTsci0A6Zv-r4xkJflfojIAq0x8r1uRkwGhF9U8NWy1Z2mmWklZiEAYrxXin-PGGPgL8BAAD__2jiUfo__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMSPMTHfh$
434,Addendum 2 - Questions and Answers,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRTSSrHsgw6BYPh_WnroE6y0ciKwJSPbMX374vTQznH4Br5hhy1xaKJT1thOSi1N83Beja3HyL1iG3uljbe2UyaqS4iXcBmb5BRia3pjeyN62WH3u5dSi__0pHdKk0h5LGCkT8wp34sIZW4m99i2ZQV9BRwAh-M4xF8AcIgzpemt3FMGPYy1zKBvxBwz7_N1inX73P0aavKxisc2A7Y-8Ue9_2PQN6VOD0TAdstcX52RRiNiB-df_sHkGd1Ut9SylJUmESgTExhJIeyVwtfL9-nwOwAA____wllb__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMbZ37gJv$
435,In-Country Recruitment Services for Middle East,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL9mPIbJJDuaQw4Li9DS0kO_YJLoGlAj0V3p3xfaQ3t9vAcveWJJsRm8bm3bIRq0zeRFM4_RIRseHYsJwaZWpOULahaSJntNxNbZ1lnlsKPur0c06lWe8i55VnkdC1gMOaW83ouKZWlmPx3HtoO5AvVA_Xme6r8A1A-L5Pmt3PMKph9rWcDcQk7XeajH5yPsseYwVDUdCxCHnD7q_SWBuWmNaC5ogPhYU_1liEida6rfatnKLrOKskoSsCgxPqrEr5-vp6fvAAAA___JkFKE__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMf2I9Ge_$
